0 24.57 24.774 24.943 25.205
1 24.594 24.772 24.946 25.063
2 24.57 24.752 24.925 24.914
3 24.538 24.766 24.92 25.057
4 24.564 24.755 24.946 25.066
5 20.759 24.732 24.888 25.032
6 11.474 24.78 24.921 25.051
7 7.655 24.729 24.912 25.039
8 5.465 24.664 24.883 25.031
9 4.57 24.516 24.909 25.042
10 3.907 24.321 24.949 25.081
11 4.096 24.02 24.945 25.092
12 3.003 23.655 24.967 25.148
13 2.106 23.281 24.95 25.121
14 1.878 22.893 24.935 25.121
15 1.523 22.505 24.913 25.106
16 1.984 22.132 24.884 25.104
17 1.986 21.892 24.833 25.068
18 2.41 21.402 24.849 25.078
19 2.006 21.02 24.733 25.062
20 1.958 20.69 24.695 25.075
21 2.197 20.364 24.624 25.072
22 2.435 20.059 24.551 25.069
23 2.708 19.759 24.48 25.039
24 3.017 19.489 24.392 25.041
25 3.398 19.216 24.294 25.034
26 3.586 18.966 24.209 25.005
27 3.161 18.706 24.123 25.001
28 2.698 18.501 24.019 24.97
29 2.946 18.299 23.938 24.94
30 3.736 18.095 23.832 24.923
31 4.084 17.897 23.728 24.904
32 4.209 17.718 23.61 24.866
33 4.326 17.503 23.528 24.807
34 4.599 17.384 23.431 24.826
35 4.646 17.247 23.338 24.75
36 4.656 17.112 23.2 24.691
37 4.791 17.033 23.167 24.712
38 4.129 16.921 23.048 24.656
39 3.602 16.806 22.953 24.616
40 3.318 16.684 22.842 24.547
41 3.2 16.566 22.745 24.494
42 3.218 16.438 22.667 24.435
43 3.218 16.298 22.554 24.405
44 2.669 16.155 22.442 24.313
45 2.592 16.037 22.383 24.268
46 2.708 15.964 22.275 24.195
47 2.955 15.8 22.183 24.124
48 3.15 15.637 22.071 24.045
49 3.15 15.506 21.977 23.98
50 3.099 15.379 21.882 23.903
51 2.853 15.257 21.786 23.835
52 2.825 15.141 21.688 23.758
53 2.872 15.025 21.596 23.691
54 3.07 14.918 21.501 23.62
55 3.006 14.812 21.405 23.546
56 3.069 14.705 21.307 23.465
57 3.139 14.6 21.213 23.39
58 3.154 14.504 21.117 23.313
59 3.186 14.406 21.013 23.231
60 3.237 14.317 20.92 23.163
61 3.11 14.225 20.839 23.081
62 3.128 14.143 20.737 22.999
63 3.109 14.058 20.655 22.918
64 2.29 13.98 20.56 22.855
65 1.715 13.902 20.451 22.751
66 1.48 13.804 20.369 22.673
67 1.313 13.781 20.35 22.65
68 1.205 13.682 20.253 22.575
69 1.149 13.59 20.171 22.488
70 1.069 13.457 20.074 22.399
71 1.023 13.337 19.98 22.316
72 0.921 13.224 19.892 22.237
73 1.014 13.112 19.802 22.151
74 1.017 12.992 19.709 22.063
75 0.893 12.876 19.618 21.98
76 0.923 12.767 19.532 21.906
77 1.127 12.654 19.421 21.806
78 1.596 12.524 19.377 21.726
79 1.595 12.434 19.272 21.65
80 2.089 12.333 19.183 21.561
81 2.333 12.258 19.1 21.48
82 2.357 12.185 19 21.396
83 2.268 12.134 18.926 21.288
84 1.682 12.078 18.837 21.223
85 1.671 12.032 18.744 21.134
86 1.661 11.984 18.657 21.056
87 1.92 11.95 18.579 20.962
88 2.175 11.895 18.467 20.878
89 2.29 11.856 18.396 20.807
90 2.58 11.833 18.324 20.726
91 2.694 11.779 18.225 20.639
92 2.763 11.733 18.144 20.551
93 2.794 11.691 18.061 20.471
94 2.879 11.656 17.988 20.386
95 2.895 11.616 17.913 20.296
96 2.894 11.568 17.821 20.212
97 2.892 11.536 17.744 20.132
98 2.865 11.513 17.648 20.024
99 2.838 11.441 17.561 19.961
100 2.776 11.399 17.496 19.877
101 2.715 11.367 17.431 19.802
102 2.65 11.316 17.353 19.722
103 2.762 11.252 17.326 19.614
104 2.803 11.224 17.224 19.558
105 2.913 11.148 17.158 19.472
106 2.838 11.04 17.144 19.338
107 2.993 11.178 16.964 19.316
108 2.352 11.018 16.922 19.235
109 1.915 10.994 16.854 19.161
110 1.838 10.991 16.798 19.079
111 2.249 11.002 16.73 19.001
112 2.964 11.067 16.732 18.976
113 3.522 11.052 16.66 18.905
114 3.889 11.05 16.598 18.838
115 4.2 11.021 16.533 18.758
116 4.444 11.012 16.491 18.683
117 4.624 10.986 16.396 18.598
118 4.727 10.994 16.337 18.531
119 4.884 10.998 16.279 18.457
120 4.948 10.969 16.196 18.37
121 4.989 11.017 16.158 18.319
122 5.132 11.005 16.1 18.231
123 5.292 11.007 16.058 18.168
124 5.492 11.003 15.966 18.112
125 5.799 11.024 15.939 18.028
126 5.891 11.043 15.878 17.955
127 5.971 11.049 15.832 17.896
128 6.049 11.077 15.8 17.84
129 6.117 11.085 15.726 17.751
130 6.197 11.098 15.683 17.701
131 6.281 11.12 15.655 17.617
132 6.337 11.133 15.641 17.529
133 6.348 11.145 15.508 17.467
134 6.423 11.163 15.493 17.421
135 6.372 11.189 15.46 17.363
136 6.382 11.201 15.415 17.301
137 6.463 11.207 15.38 17.241
138 6.51 11.227 15.339 17.184
139 6.545 11.22 15.293 17.127
140 5.638 11.24 15.267 17.084
141 4.798 11.239 15.237 16.996
142 4.217 11.244 15.192 16.968
143 3.791 11.235 15.146 16.884
144 3.521 11.213 15.122 16.839
145 3.412 11.177 15.073 16.792
146 3.09 11.101 15.054 16.747
147 2.849 11.045 14.998 16.699
148 2.725 11.05 14.986 16.662
149 2.574 10.933 14.966 16.568
150 2.504 10.824 14.994 16.567
151 2.467 10.715 14.876 16.486
152 2.457 10.634 14.833 16.442
153 2.623 10.552 14.791 16.386
154 2.774 10.474 14.757 16.342
155 2.473 10.391 14.697 16.294
156 2.401 10.316 14.662 16.251
157 2.492 10.248 14.624 16.204
158 2.614 10.185 14.574 16.168
159 2.723 10.1 14.528 16.114
160 2.831 10.051 14.482 16.07
161 2.928 9.986 14.436 16.028
162 3.029 9.931 14.392 15.984
163 3.167 9.942 14.398 15.989
164 3.006 9.89 14.355 15.956
165 2.844 9.845 14.303 15.908
166 2.853 9.821 14.257 15.862
167 2.919 9.77 14.203 15.825
168 3.008 9.732 14.152 15.775
169 3.08 9.698 14.091 15.732
170 2.987 9.653 14.06 15.688
171 2.556 9.618 14.009 15.638
172 2.216 9.584 13.96 15.595
173 2.035 9.534 13.916 15.546
174 1.971 9.495 13.872 15.505
175 2.013 9.45 13.826 15.465
176 2.13 9.394 13.78 15.413
177 2.271 9.34 13.733 15.37
178 2.407 9.286 13.686 15.318
179 2.54 9.236 13.645 15.277
180 2.671 9.187 13.598 15.225
181 2.805 9.143 13.549 15.176
182 2.665 9.104 13.504 15.13
183 2.442 9.082 13.457 15.095
184 2.474 9.05 13.417 15.048
185 2.531 9.02 13.368 15.006
186 2.494 8.988 13.324 14.961
187 2.042 8.957 13.287 14.986
188 2.644 8.833 13.27 14.867
189 2.759 8.847 13.18 14.828
190 2.143 8.825 13.159 14.775
191 1.316 8.779 13.108 14.733
192 0.957 8.759 13.06 14.689
193 0.818 8.731 13.02 14.645
194 0.804 8.7 12.977 14.611
195 0.986 8.689 12.938 14.552
196 1.113 8.667 12.896 14.498
197 0.945 8.61 12.848 14.469
198 0.775 8.558 12.807 14.429
199 0.733 8.507 12.774 14.387
200 0.752 8.436 12.721 14.18
201 0.75 8.335 12.674 14.261
202 0.818 8.379 12.621 14.199
203 0.773 8.269 12.606 14.154
204 0.789 8.184 12.562 14.182
205 0.758 8.144 12.536 14.128
206 0.693 8.094 12.467 14.081
207 0.638 8.046 12.428 14.04
208 0.601 8.1 12.392 14.002
209 0.607 7.917 12.326 13.949
210 0.601 7.89 12.285 13.905
211 0.571 7.859 12.236 13.865
212 0.647 7.801 12.211 13.811
213 0.547 7.767 12.151 13.768
214 0.537 7.721 12.107 13.727
215 0.525 7.687 12.076 13.717
216 0.441 7.634 11.989 13.59
217 0.513 7.601 11.973 13.596
218 0.513 7.562 11.93 13.546
219 0.497 7.524 11.887 13.51
220 0.494 7.486 11.839 13.458
221 0.522 7.448 11.789 13.416
222 0.565 7.412 11.749 13.375
223 0.559 7.377 11.707 13.329
224 0.521 7.345 11.66 13.288
225 0.5 7.301 11.616 13.242
226 0.525 7.268 11.569 13.206
227 0.586 7.254 11.566 13.167
228 0.525 7.203 11.472 13.102
229 0.549 7.213 11.499 13.111
230 0.727 7.199 11.463 13.083
231 0.647 7.161 11.408 13.004
232 0.747 7.176 11.375 12.996
233 0.624 7.111 11.339 12.947
234 0.602 7.084 11.29 12.903
235 0.635 7.059 11.242 12.862
236 0.602 7.031 11.208 12.809
237 0.571 7.005 11.163 12.773
238 0.552 6.979 11.124 12.732
239 0.53 6.953 11.087 12.689
240 0.529 6.925 11.049 12.651
241 0.527 6.898 11.009 12.603
242 0.506 6.864 10.958 12.559
243 0.533 6.827 10.918 12.522
244 0.577 6.821 10.877 12.479
245 0.755 7.023 10.85 12.396
246 0.959 6.786 10.803 12.396
247 0.984 6.776 10.764 12.335
248 0.953 6.733 10.722 12.307
249 0.949 6.7 10.699 12.255
250 0.883 6.671 10.674 12.304
251 0.857 6.643 10.63 12.186
252 0.796 6.63 10.582 12.145
253 0.71 6.612 10.538 12.096
254 0.643 6.587 10.505 12.061
255 0.591 6.559 10.465 12.015
256 0.555 6.54 10.428 11.974
257 0.524 6.513 10.39 11.936
258 0.508 6.489 10.364 11.901
259 0.506 6.466 10.321 11.857
260 0.502 6.438 10.28 11.812
261 0.487 6.417 10.256 11.783
262 0.496 6.4 10.232 11.775
263 0.478 6.384 10.149 11.669
264 0.501 6.348 10.164 11.663
265 0.525 6.367 10.116 11.601
266 0.429 6.285 10.448 11.496
267 0.441 6.261 10.005 11.562
268 0.504 6.215 10.036 11.254
